,place_name,bedroom,area,kecamatan,city,final_price,date,final_mortage_monthly
146430,"RUMAH MURAH STRATEGIS, OVER KREDIT, GRATIS BIAYA""",3.0,105.0,Cibinong,Bogor,500000000.0,16/05/2023,3000000.0
146440,Rumah Bagus Furnish di Green Bamboo Terrace Tajur Bogor,2.0,72.0,Tajur,Bogor,1590000000.0,16/05/2023,11000000.0
146451,RUMAH 2 LANTAI TANPA DP,2.0,60.0,Dramaga,Bogor,450000000.0,16/05/2023,3000000.0
146463,"Perumahan Dramaga,pinggir Jalan View Gunung Salak",2.0,89.0,Ciampea,Bogor,290000000.0,16/05/2023,2000000.0
146476,Dijual cepat rumah di cluster sentul city bogor jawa barat ,3.0,144.0,Sentul City,Bogor,1750000000.0,18/05/2023,12000000.0
146490,Dijual Rumah Metland Cileungsi Cluster Gardenia Siap Huni ,2.0,90.0,Cileungsi,Bogor,810000000.0,16/05/2023,5000000.0
146505,Cepat Rumah Bagus SHM The Summit Rancamaya (RPS),3.0,128.0,Rancamaya,Bogor,1500000000.0,18/05/2023,10000000.0
146521,Murah Rumah Baru Siap Huni Bukit Cimanggu City,2.0,78.0,Tanah Sareal,Bogor,685000000.0,19/05/2023,4000000.0
146538,Rumah Baru Murah Murah Baru 2 Lantai Di Telaga Kahuripan Bogor Dekat Jalan Tol,3.0,120.0,Kemang,Bogor,1000000000.0,19/05/2023,7000000.0
146556,Rumah 2 Lantai SHM MURAH,2.0,60.0,Bogor Barat,Bogor,450000000.0,16/05/2023,3000000.0
146575,Rumah Angsuran 2 Jutaan DP 0 SHM Per Kavling Bojong Gede Bogor,2.0,60.0,Bojong Gede,Bogor,360000000.0,16/05/2023,2000000.0
146595,Rumah siap Huni Karadenan Bogor,2.0,72.0,Cibinong,Bogor,350000000.0,16/05/2023,2000000.0
146596,Rumah Kantor Pinggir Jalan Raya Kebon Pedes,3.0,240.0,Tanah Sareal,Bogor,3000000000.0,19/05/2023,21000000.0
146598,Termurah! BU! Rumah 2 lantai hanya 370juta di perumahan Ciomas Bogor,3.0,60.0,Ciomas,Bogor,370000000.0,16/05/2023,2000000.0
146601,RUMAH CANTIK 2 LANTAI DI BUKIT GOLF CIBUBUR,3.0,136.0,Cibubur,Bogor,1650000000.0,24/05/2023,11000000.0
146605,Rumah Dekat Kuntum Alam Tajur Residence,4.0,151.0,Tajur,Bogor,2500000000.0,16/05/2023,17000000.0
146616,"RUMAH CANTIK SENTUL CITY, CLUSTER SANTORINI, BOGOR",3.0,200.0,Bukit Sentul,Bogor,3700000000.0,16/05/2023,26000000.0
146623,RUMAH CANTIK NYAMAN 2 LANTAI IDAMAN KELUARGA SIAP HUNI FULL RENOVASI,4.0,128.0,Cimahpar,Bogor,1700000000.0,16/05/2023,12000000.0
146631,Tanpa Dp Rumah 2 Lantai 600 Jutaan Dekat Stasiun Pondok Rajeg,3.0,61.0,Cibinong,Bogor,683000000.0,05/06/2023,4000000.0
146640,Rumah Dijual Siap Huni Permata Cibubur Cileungsi Nego Bisa Kpr,2.0,195.0,Cileungsi,Bogor,1020000000.0,16/05/2023,7000000.0
146650,Rumah Dijual Siap Huni Grand Cibubur Country Nego Bisa Kpr,3.0,150.0,Gunung Sindur,Bogor,1440000000.0,16/05/2023,10000000.0
146661,Rumah Luas di Kompleks AL Ciangsana,3.0,180.0,Ciangsana,Bogor,1750000000.0,05/06/2023,12000000.0
146673,Rumah Dijual Siap Huni Cibubur Country Gunung Sindur Bogor Nego,2.0,90.0,Gunung Sindur,Bogor,890000000.0,16/05/2023,6000000.0
146686,"Bukit Cilebut Residance, sukaraja Bogor",2.0,84.0,Sukaraja,Bogor,80000000.0,16/05/2023,580000.0
146700,Di Rumah Mewah Luas Dan Asri Di Villa Duta Bogor,5.0,1600.0,Baranangsiang,Bogor,27000000000.0,18/05/2023,193000000.0
146715,Jual Rumah Cibubur Country Siap Huni Full Renov Hanya 890 Juta,2.0,90.0,Cikeas,Bogor,890000000.0,15/05/2023,6000000.0
146731,"Rumah Bagus 2 Lantai di Kota Wisata, Bogor",3.0,300.0,Kota Wisata,Bogor,3200000000.0,15/05/2023,22000000.0
146748,Villa siap huni sangat strategis view lepas sejuk dicijeruk ,3.0,3000.0,Cijeruk,Bogor,4000000000.0,15/05/2023,28000000.0
146766,5 Juta Dapat Rumah Baru Siap Huni Lokasi Strategis Kemang Bogor,2.0,60.0,Kemang,Bogor,785000000.0,15/05/2023,5000000.0
146785,Rumah Mewah Cozy dan Cantik Sentul City,5.0,475.0,Sentul,Bogor,12000000000.0,15/05/2023,85000000.0
146805,di Jual Rumah Citra Grand CBD Cibubur.,3.0,72.0,Cibubur,Bogor,1300000000.0,15/05/2023,9000000.0
146808,Rumah Mewah Berkualitas Tanpa Dp Bebas Biaya Biaya,3.0,140.0,Sentul City,Bogor,985000000.0,15/05/2023,7000000.0
146811,Rumah Cikeas Cibubur SHM View Taman Bisa KPR Syariah ,2.0,70.0,Gunung Putri,Bogor,556000000.0,15/05/2023,3000000.0
146815, Rumah Mewah 3 Lantai Bukit Cimaggu City,6.0,940.0,Tanah Sareal,Bogor,5500000000.0,15/05/2023,39000000.0
146820,Rumah 1 Lantai Termurah di Cikeas View Taman Ada Masjid ,2.0,70.0,Cikeas,Bogor,555000000.0,04/06/2023,3000000.0
146826,Take over 55 Juta Perumahan De Raja Village Sukaraja Bogor,2.0,60.0,Sukaraja,Bogor,380000000.0,15/05/2023,2000000.0
146833,Rumah Modern Klaasik Strategis Cuma 600 Jt Dekat Pemda Cibinong ,3.0,83.0,Sukaraja,Bogor,600000000.0,15/05/2023,4000000.0
146841,Rumah Bumi Menteng Asri Jl Medika Cilendek Timur,3.0,250.0,Cilendek Timur,Bogor,1500000000.0,15/05/2023,10000000.0
146850,Rumah Victoria Park View Taman Sindang Barang,2.0,202.0,Sindang Barang,Bogor,1760000000.0,15/05/2023,12000000.0
146860,Rumah Jl Nusa Indah Victoria Park Sindang Barang Bogor,5.0,243.0,Sindang Barang,Bogor,2700000000.0,15/05/2023,19000000.0
146871,Rumah Scandinavian SHM di Cikeas Hadap Taman Bebas Banjir ,2.0,70.0,Gunung Putri,Bogor,556000000.0,04/06/2023,3000000.0
146883,Rumah siap huni di lokasi Strategis Pasir Mulya Bogor,3.0,224.0,Pasirmulya,Bogor,1350000000.0,15/05/2023,9000000.0
146896,Rumah Surat SHM di cikeas residence Bebas banjir siap Huni,2.0,70.0,Gunung Putri,Bogor,545000000.0,15/05/2023,3000000.0
146910,Dijual Rumah Cantik Minimalis di Harvest City Cileungsi,4.0,215.0,Cileungsi,Bogor,1100000000.0,16/05/2023,7000000.0
146925,Hunian Konsep Scandinavian Modern Berlokasi Strategis Dekat Stasiun Pondok Rajeg Cibinong Bogor,3.0,63.0,Cibinong,Bogor,697000000.0,15/05/2023,5000000.0
146941,Rumah rapi menarik siap huni di kota wisata cibubur,3.0,242.0,Kota Wisata,Bogor,3300000000.0,15/05/2023,23000000.0
146958,Rumah Murah Cantik Ful Renovasi 2KT 2KM Cileungsi,2.0,72.0,Cileungsi,Bogor,355000000.0,15/05/2023,2000000.0
146976,For sale rumah 2 lantai di Kota Wisata Cluster Tengah,3.0,200.0,Kota Wisata,Bogor,2600000000.0,15/05/2023,18000000.0
146995,Rumah Murah Citayam Minimalis Dan Elegan Cash,2.0,35.0,Bojong Gede,Bogor,165000000.0,15/05/2023,1000000.0
147016,Rumah Strategis di Pasir Mulya Dekat Stasiun Bogor ,5.0,430.0,Pasirmulya,Bogor,1700000000.0,18/05/2023,12000000.0
147036,Rumah Megah Murah Dekat Stasiun Bogor,4.0,90.0,Ciomas,Bogor,750000000.0,15/05/2023,5000000.0
147043,X tra Diskon Dp 0 Rumah Boulevard Free Kanopi + Ac ,2.0,150.0,Jonggol,Bogor,630000000.0,15/05/2023,4000000.0
147051,Dp 0 Smart Home 45 150 Permai 4 Boulevard Cluster Terbaru,2.0,150.0,Cileungsi,Bogor,892000000.0,15/05/2023,6000000.0
147060,Perumahan emerald city cukup boking 3 juta sampai akad kredit sudah shm,2.0,72.0,Cibinong,Bogor,800000000.0,15/05/2023,5000000.0
147070,Dp 0 Viola 4 Boulevard 38 120 Vibes Belgia,2.0,120.0,Jonggol,Bogor,608000000.0,15/05/2023,4000000.0
147081,Rumah Cantik Full Renov 1 Lantai Murah di Cileungsi ,3.0,113.0,Cileungsi,Bogor,590000000.0,15/05/2023,4000000.0
147093,Jual Rumah Dekat Tol Cibubur Dan Tol Jatikarya2 Dan Tol Cimanggis,4.0,150.0,Cibubur,Bogor,1440000000.0,15/05/2023,10000000.0
147106,"Dp 0 Booking 2,5 Juta Langsung Akad Viola 33 84",2.0,84.0,Cileungsi,Bogor,440000000.0,15/05/2023,3000000.0
147120,Dijual Cepat Rumah Bagus Siap Huni Di Villa Nusa Indah 5,2.0,120.0,Bojong Kulur,Bogor,840000000.0,27/05/2023,6000000.0
147135,Rumah Luas Pondok Rumput Kebon Pedes Bogor Ex Pabrik Roti,4.0,262.0,Tanah Sareal,Bogor,1100000000.0,15/05/2023,7000000.0
147151,Dijual rumah Siap Huni dekat pemda Cibinong SHM,2.0,34.0,Cibinong,Bogor,140000000.0,15/05/2023,1000000.0
147168,Rumah Baru Booking 5jt Langsung Akad Jasmine 45 136,2.0,136.0,Jonggol,Bogor,723000000.0,15/05/2023,5000000.0
147186,"RUMAH MURAH STRATEGIS CIBINONG, BISA KPR, GRATIS SEMUA BIAYA""",2.0,105.0,Cibinong,Bogor,750000000.0,15/05/2023,5000000.0
147205,Unit Terakhir Luas Murah Asri Tulip 38 120,2.0,120.0,Cileungsi,Bogor,737000000.0,15/05/2023,5000000.0
147225,"Dijual Rumah Siap Huni di Sentul City Cluster Victoria, Bogor, Jawa Barat ",2.0,81.0,Sentul,Bogor,620000000.0,15/05/2023,4000000.0
147226,"Dijual Rumah di Taman Andalusia, Sentul, Bogor",5.0,171.0,Sentul,Bogor,2500000000.0,15/05/2023,17000000.0
147228,"Dijual Rumah Di Perumahan Kota Wisata Cluster, Gunung Putri, Bogor",5.0,278.0,Gunung Putri,Bogor,3500000000.0,15/05/2023,25000000.0
147231,"DiJual Cluster Eksklusif Cikeas Residence yang Sejuk dan Asri
",2.0,125.0,Cikeas,Bogor,930000000.0,15/05/2023,6000000.0
147235,Dijual Cepat Rumah Cantik Semi Furnish di Cluster Fransisco Kota Wisata Cibubur,5.0,300.0,Kota Wisata,Bogor,3350000000.0,15/05/2023,24000000.0
147240,Rumah View Gunung di Sentul City Kabupaten Bogor,3.0,200.0,Sentul City,Bogor,2800000000.0,15/05/2023,20000000.0
147246,Rumah 2 lantai dikaradenan dekat mcd cibinong cuma 500juta,2.0,60.0,Cibinong,Bogor,575000000.0,15/05/2023,4000000.0
147253,Jual Rumah Siap Huni Dekat Tol Cibubur Bebas Biaya,2.0,115.0,Cikeas,Bogor,1010000000.0,15/05/2023,7000000.0
147261,Dijual Bu Rumah di Cibubur Country Cluster Oak Wood,4.0,120.0,Gunung Putri,Bogor,1200000000.0,15/05/2023,8000000.0
147270,Rumah ready SHM Bebas banjir dalam Cluster cikeas residence ,2.0,125.0,Cikeas,Bogor,945000000.0,15/05/2023,6000000.0
147291,Di Jual Cepat Rumah Siap Huni Lokasi Stategis Laladon Bogor,3.0,77.0,Ciomas,Bogor,530000000.0,15/05/2023,3000000.0
147303,RUMAH MILENIAL SMART HOME CLUSTER TERBARU KOTA WISATA CIBUBUR,3.0,126.0,Cibubur,Bogor,2850000000.0,15/05/2023,20000000.0
147316,Dijual Rumah di Jl. Mesjid Pabaton Bogor Tengah ,4.0,96.0,Pabaton,Bogor,850000000.0,15/05/2023,6000000.0
147330, Rumah Idaman Dijual Harga Bagus Siap Huni di Legenda Wisata,4.0,265.0,Legenda Wisata,Bogor,2500000000.0,15/05/2023,17000000.0
147345,Rumah Desain Mewah Dikawasan Asri Lokasi Strategis Hanya di Grand Duta City Parung ,2.0,60.0,Parung,Bogor,782000000.0,15/05/2023,5000000.0
147361,Rumah 2 Lantai Dijual Siap Huni Di Perumahan Kota Wisata Cibubur,4.0,264.0,Kota Wisata,Bogor,4800000000.0,15/05/2023,34000000.0
147378,Rumah Bagus 2 Lantai Granit Baja Ringan Rapi ,3.0,128.0,Kota Wisata,Bogor,1600000000.0,15/05/2023,11000000.0
147396,Rumah Bagus SHM 398 M Gg Mangga 3 Jl. Raya Semplak Bogor,2.0,398.0,Semplak,Bogor,2000000000.0,15/05/2023,14000000.0
147415,"Dijual Cepet Rumah Mewah,tanah Luas.5 Menit Ke Exit Tol",4.0,400.0,Kedung Halang,Bogor,2200000000.0,15/05/2023,15000000.0
147435,"Perumahan Cileungsi,murah 2,5 Km Dari Masjid Al Barkah Rodja",2.0,72.0,Cileungsi,Bogor,378000000.0,15/05/2023,2000000.0
147436,Dijual Cepat Rumah 2 Lantai Rapih Siap Huni di Limus Pratama ,3.0,72.0,Cileungsi,Bogor,595000000.0,15/05/2023,4000000.0
147438,Dijual Rumah di Bale Tirtawana Cluster Argawana,1.0,60.0,Rumpin,Bogor,280000000.0,20/05/2023,2000000.0
147441,Rumah Bagus 2 Lantai Rapi Furnished Harga Nego Sampai Deal,4.0,300.0,Kota Wisata,Bogor,4500000000.0,15/05/2023,32000000.0
147445,RUMAH SIAP HUNI NYAMAN DAN AMAN DI BOGOR NIRWANA RESIDENCE,5.0,170.0,Mulyaharja,Bogor,2500000000.0,15/05/2023,17000000.0
147456,Rumah Halal Pinggir Jalan Dekat Kebun Raya Bogor,2.0,72.0,Ciomas,Bogor,550000000.0,15/05/2023,3000000.0
147463,Rumah 2 Lantai Dengan Suasana Islami Di Timur Cibubur,3.0,72.0,Cibubur,Bogor,1200000000.0,27/05/2023,8000000.0
147480,"Dijual Murah Rumah 2,5 Lantai di Bogor Dekat Stasiun Bojong Gede",3.0,78.0,Bojong Gede,Bogor,850000000.0,15/05/2023,6000000.0
147490,"2 Rumah di Jual Kawasan Cileungsi, Boleh Beli 1 Rumahnya Saja ",4.0,154.0,Cileungsi,Bogor,540000000.0,15/05/2023,3000000.0
147513,"Jual Cepat Rumah di Legenda Wisata Cluster Vangogh, Bogor",3.0,129.0,Legenda Wisata,Bogor,1350000000.0,15/05/2023,9000000.0
147526,Rumah Bagus 2 Lantai Rapi Baja Ringan Harga Nego,3.0,120.0,Kota Wisata,Bogor,1550000000.0,15/05/2023,11000000.0
147540,"Rumah 2 Lantai Unfurnished SHM di Jl. Bondol , Bogor",4.0,270.0,Tanah Sareal,Bogor,160000000.0,15/05/2023,1000000.0
147571,Dijual Rumah di Yasmin Raya Curug Mekar Bogor Barat,3.0,525.0,Bogor Barat,Bogor,8500000000.0,15/05/2023,60000000.0
147588,Rumah Bagus Rapi Siap Huni Baja Ringan di Raffles Hills,3.0,92.0,Cibubur,Bogor,1350000000.0,15/05/2023,9000000.0
147606,Rumah Murah 2 Lantai Full Renov Di Vila Nusa Indah P3.104 23,3.0,135.0,Bojong Kulur,Bogor,975000000.0,03/06/2023,6000000.0
147645,Dijual Rumah Murah di Grand Nusa Indah Cileungsi,2.0,60.0,Cileungsi,Bogor,320000000.0,15/05/2023,2000000.0
147646,Rumah Bagus Rapi 2 Lantai Dalam Cluster Harga Nego,3.0,248.0,Kota Wisata,Bogor,3000000000.0,09/05/2023,21000000.0
147648,Rumah Villa 2 Lantai Murah Bonus Pohon Durian di Cijeruk Bogor,8.0,9700.0,Cijeruk,Bogor,5250000000.0,09/05/2023,37000000.0
147651,Rumah dijual siap huni di Kav.parahyangan golf kabupaten bogor,4.0,630.0,Cijayanti,Bogor,5500000000.0,09/05/2023,39000000.0
147655,Rumah Type 144 Rapi Baja Ringan Proses Renovasi ,3.0,144.0,Kota Wisata,Bogor,1550000000.0,09/05/2023,11000000.0
147660,"Rumah Dijual Dibubulak Cifor Bogor,siap Huni 4km Transmart Yasmin",2.0,54.0,Bubulak,Bogor,807000000.0,09/05/2023,5000000.0
147666,Rumah Bagus 2 Lantai Baja Ringan Rapi Harga Nego,3.0,162.0,Kota Wisata,Bogor,2200000000.0,09/05/2023,15000000.0
147673,Rumah dijual siap huni di Perum legenda wisata zona columbus,4.0,200.0,Legenda Wisata,Bogor,2750000000.0,09/05/2023,19000000.0
147681,Rumah Modern Semi Furnished Harga Nego Di Kota Wisata P3.097 23,6.0,300.0,Kota Wisata,Bogor,3400000000.0,09/05/2023,24000000.0
147700,Rumah dijual siap huni di Bogor nirwana residence bogor selatan,3.0,840.0,Bogor Nirwana Residence,Bogor,5500000000.0,09/05/2023,39000000.0
147711,"Rumah Bagus Unfurnished SHM di Kota Wisata, Bogor",3.0,128.0,Kota Wisata,Bogor,1600000000.0,10/05/2023,11000000.0
147723,"Rumah Bagus Unfurnished SHM di Legenda Wisata, Bogor",3.0,150.0,Legenda Wisata,Bogor,1600000000.0,10/05/2023,11000000.0
147736,"Rumah Bagus Unfurnished di Kota Wisata, Bogor",5.0,144.0,Kota Wisata,Bogor,1700000000.0,10/05/2023,12000000.0
147750,"Murah, Sudah Renovasi 2 Lantai SHM",4.0,240.0,Kota Wisata,Bogor,2900000000.0,19/05/2023,20000000.0
147765,Villa Murah Di Kota Bunga Cisarua Bogor,1.0,45.0,Cisarua,Bogor,300000000.0,13/05/2023,2000000.0
147781,Rumah Murah Surat SHM Full Renoved di Harvest City P3.096 23,2.0,84.0,Jonggol,Bogor,370000000.0,05/06/2023,2000000.0
147798,Rumah Bagus Rapi 2 Lantai Granit Baja Ringan,3.0,136.0,Kota Wisata,Bogor,2500000000.0,09/05/2023,17000000.0
147816,Harga Irit Fasilitas Elit,2.0,96.0,Cijeruk,Bogor,485000000.0,09/05/2023,3000000.0
147835,Rumah Murah Cantik 2 Lantai Siap Huni Di Legenda Wisata P3.095 23,3.0,153.0,Legenda Wisata,Bogor,1400000000.0,09/05/2023,10000000.0
147855,dijual Rumah sentul city murah di taman equator Unfurnished,3.0,175.0,Sentul City,Bogor,2700000000.0,13/05/2023,19000000.0
147856,Rumah Tanah Luas di Taman Sari Persada dekat ke Tol,3.0,169.0,Tanah Sareal,Bogor,750000000.0,11/05/2023,5000000.0
147858,Dijual Cepat Rumah Sentul City Bogor Cluster Green Valley,3.0,162.0,Sentul City,Bogor,4700000000.0,14/05/2023,33000000.0
147861,Rumah Strategis Dekat Jl Raya Puncak Jl H Sobari,3.0,8200.0,Puncak,Bogor,9500000000.0,09/05/2023,68000000.0
147865,Rumah Akses Tol Serpong Waru Parung Kab Bogor,2.0,60.0,Parung,Bogor,440000000.0,09/05/2023,3000000.0
147870,Dijual Rumah Design Unik Minimalis Siap Huni di Pesona Ciangsana Bogor,2.0,100.0,Ciangsana,Bogor,675000000.0,09/05/2023,4000000.0
147876,Rumah Rancabungur Hills Bogor,2.0,72.0,Ranca Bungur,Bogor,415000000.0,09/05/2023,2000000.0
147883,Dijual Rumah Daerah Kota Wisata 2 Lantai,4.0,128.0,Kota Wisata,Bogor,1500000000.0,09/05/2023,10000000.0
147891,Dijual Rumah Daerah Kota Wisata Kondisi Bagus,1.0,144.0,Kota Wisata,Bogor,1500000000.0,09/05/2023,10000000.0
147900,Dijual Cepat Murah Rumah Daerah Limusnunggal ,3.0,72.0,Limusnunggal,Bogor,595000000.0,09/05/2023,4000000.0
147910,Rumah Untuk Usaha di Pusat Kota Bogor Jalan Sangga Buana Dekat Makaroni Panggang Bogor,3.0,813.0,Babakan,Bogor,9500000000.0,09/05/2023,68000000.0
147933,Rumah Halaman Luas di Bogor Nirwana Residence ,2.0,314.0,Bogor Selatan,Bogor,3400000000.0,09/05/2023,24000000.0
147946,Rumah Minimalis Dan Modern Harga Cash Dijual,2.0,60.0,Bojong Gede,Bogor,250000000.0,09/05/2023,1000000.0
147960,Dijual Rumah Baru Ready Strategis Akses Mobil,2.0,60.0,Bojong Gede,Bogor,235000000.0,09/05/2023,1000000.0
147975,Rumah Srategis Di Batutulis Bogor Selatan,6.0,1454.0,Batutulis,Bogor,20000000000.0,09/05/2023,143000000.0
148008,Rumah View Taman Pinus Sentul City Bogor,4.0,208.0,Sentul City,Bogor,2750000000.0,09/05/2023,19000000.0
148026,"Dijual Rumah Full Furnished Di Bogor Nirwana Residence, Bogor Kota",4.0,136.0,Bogor Nirwana Residence,Bogor,1500000000.0,09/05/2023,10000000.0
148045,Rumah di Equator sentul city dijual HGB 2 Lantai Bagus,3.0,287.0,Sentul City,Bogor,3800000000.0,02/06/2023,27000000.0
148066,"Dijual rumah tanpa DP, free surat2 mysa lux",3.0,60.0,Parung Panjang,Bogor,726000000.0,01/06/2023,5000000.0
148071,"Rumah Jatiluhur, Katulampa Bogor, Luas 135m2",3.0,135.0,Katulampa,Bogor,1800000000.0,09/05/2023,12000000.0
148075,Rumah Strategis Harga All In 6 Menit Ke Pusat Belanja Siap Kpr,2.0,75.0,Gunung Sindur,Bogor,1030000000.0,30/05/2023,7000000.0
148080,"RUMAH MURAH STRATEGIS, OVER KREDIT di PERUM AKROPOLIS/BDB 2",2.0,105.0,Cibinong,Bogor,400000000.0,09/05/2023,2000000.0
148086,Rumah Siap Huni Dalam Perumahan Bogor Nirwana Residence,3.0,136.0,Bogor Nirwana Residence,Bogor,1500000000.0,11/05/2023,10000000.0
148093,"Dijual Rumah Residential 2lt Rancamaya, Bogor Selatan, Bogor. Jawa Barat.",4.0,413.0,Rancamaya,Bogor,4200000000.0,09/05/2023,30000000.0
148101,RUMAH CLUSTER BARU ASRI VIEW JAGORAWI GOLF ESTATE DEKAT TOLL KARANGGAN GUNUNG PUTRI BOGOR ,3.0,98.0,Gunung Putri,Bogor,1690000000.0,03/06/2023,12000000.0
148110,"Jual Kost Di Dramaga Bogor,shm Free Furnish 1 Km Kampus Ipb",6.0,100.0,Bogor Barat,Bogor,700000000.0,09/05/2023,5000000.0
148120,"Rumah murah strategis dekat stasiun Kereta parung panjang, NUP",2.0,60.0,Parung Panjang,Bogor,685000000.0,27/05/2023,4000000.0
148131,NUP rumah murah dekat Stasiun KRL Parung panjang di jalan raya ,1.0,60.0,Parung Panjang,Bogor,470000000.0,28/05/2023,3000000.0
148143,Rumah view jagorawi tol karanggan gunung putri bogor,5.0,90.0,Gunung Putri,Bogor,1690000000.0,09/05/2023,12000000.0
148156,Rumah Murah Bebas Banjir Ada Lapangan Bola Dalam Komplek Mukti Jaya Hijau,2.0,60.0,Cileungsi,Bogor,355000000.0,09/05/2023,2000000.0
148170,"Rumah Termurah Siaphuni 2,5 Lantai Dekat Tol cigombong bogor",3.0,96.0,Ciawi,Bogor,1200000000.0,09/05/2023,8000000.0
148185,Rumah minimalis bebas banjir dekat Tol Setu Bekasi,2.0,60.0,Cibubur,Bogor,355000000.0,09/05/2023,2000000.0
148201,Rumah ready cukup bayar 1 juta All in tanpa DP ,2.0,90.0,Parung,Bogor,560000000.0,25/05/2023,4000000.0
148255,Dijual Rumah Metland Cileungsi Ayana Bebas Banjir,2.0,84.0,Cileungsi,Bogor,700000000.0,09/05/2023,5000000.0
148275,Dijual Rumah Bukit Cimanggu City Pinewood Dekat Tol,2.0,90.0,Tanah Sareal,Bogor,890000000.0,09/05/2023,6000000.0
148276,The Sanctuary Collection launch cluster baru Orchard Riviera,4.0,210.0,Sentul City,Bogor,5700000000.0,01/06/2023,40000000.0
148278,Dijual Cepat Rumah di Gunung Putri Kabupaten Bogor,4.0,185.0,Gunung Putri,Bogor,850000000.0,02/06/2023,6000000.0
148281,"Rumah Siap Huni, Luas dan Asri di Jl Borong Neros, Curug, Bogor",7.0,1500.0,Curug,Bogor,4500000000.0,09/05/2023,32000000.0
148285,"Rumah di kota Bogor 1,5 lantai di bukit cimanggu city Bogor asri",3.0,110.0,Bogor Barat,Bogor,1250000000.0,09/05/2023,8000000.0
148290,Dijual Rumah Strategis di Villa Duta Kota Bogor,4.0,380.0,Pajajaran,Bogor,4800000000.0,09/05/2023,34000000.0
148296,Rumah Mainroad Tajur Selangkah Ke Trade Mall,6.0,1574.0,Tajur,Bogor,15000000000.0,09/05/2023,107000000.0
148303,RUMAH ASRI MINAMALIS FULL FURNISHED DI GRIYASOKA BOGOR RAYA ,2.0,87.0,Sukaraja,Bogor,650000000.0,14/05/2023,4000000.0
148311,Rumah Cluster Asri Dijual View Jagorawi Golf Estate Di Kranggan Gunung Putri Bogor,3.0,98.0,Gunung Putri,Bogor,1690000000.0,09/05/2023,12000000.0
148320,"Hunian di Gunung putri cluster asri view golf estate , 5 menit ke Toll",3.0,98.0,Gunung Putri,Bogor,1690000000.0,08/05/2023,12000000.0
148330,Rumah Bagus 2 Lantai SHM,4.0,180.0,Kota Wisata,Bogor,2600000000.0,13/05/2023,18000000.0
148341,Rumah Bagus Asri di Sentul city 2 Lantai SHM,3.0,190.0,Sentul City,Bogor,2100000000.0,08/05/2023,15000000.0
148353,Rumah Super Murah Dikawasan Sentul City Sebrang AEON Mall,2.0,60.0,Sentul City,Bogor,720000000.0,09/05/2023,5000000.0
148366,Rumah Murah 72m 2KT 2KM Ful Renovasi Siap Huni,2.0,72.0,Cileungsi,Bogor,350000000.0,09/05/2023,2000000.0
148395,"Dijual Rumah Cantik Konsep Villa di desa Tegal Kecamatan kemang Bogor, Jawa barat Rumah",3.0,150.0,Kemang,Bogor,445000000.0,08/05/2023,3000000.0
148411,Rumah 2 lantai dijual cepat di griya bukit jaya harga murah ,3.0,90.0,Gunung Putri,Bogor,450000000.0,08/05/2023,3000000.0
148428,Rumah siap huni 2 lantai Baranangsiang Indah,3.0,144.0,Baranangsiang,Bogor,1800000000.0,08/05/2023,12000000.0
148446,Rumah 2 lantai di jual cepat di griya cuma 480juta,3.0,90.0,Gunung Putri,Bogor,480000000.0,08/05/2023,3000000.0
148465,Rumah 2 Lantai Pinggir Jalan di Bogor,7.0,135.0,Baranangsiang,Bogor,2200000000.0,08/05/2023,15000000.0
148485,Rumah New Clasic Plus Kolam Renang Siap Huni Sentul City,3.0,286.0,Sentul City,Bogor,3500000000.0,03/06/2023,25000000.0
148486,Jual Cepat Rumah Somerset Kota Wisata Cibubur bagus 350m Tato ,3.0,350.0,Kota Wisata,Bogor,5850000000.0,08/05/2023,41000000.0
148488,Dijual sangat cepat belakang aeon mall sentul city,2.0,84.0,Sentul City,Bogor,425000000.0,05/06/2023,3000000.0
148491,Rumah Baru Type Clasic Modern View Gunung Sentul City,3.0,140.0,Sentul City,Bogor,2400000000.0,03/06/2023,17000000.0
148495,Rumah baru view sangat ajib sentul city,4.0,430.0,Sentul City,Bogor,5500000000.0,05/06/2023,39000000.0
148500,Rumah Strategis 2 Lantai Boulevard Kota Wisata di JUAL,3.0,160.0,Kota Wisata,Bogor,3100000000.0,08/05/2023,22000000.0
148506,Dijual Rumah Murah di Cikeas Bogor,2.0,60.0,Cikeas,Bogor,240000000.0,08/05/2023,1000000.0
148513,Jual Butuh Rumah di Ciomas Bogor Bisa Kpr Dp 20 Persen,2.0,55.0,Ciomas,Bogor,520000000.0,19/05/2023,3000000.0
148521,Rumah Baru Siap Huni Dekat Stasiun Bebas Banjir,2.0,45.0,Cibinong,Bogor,150000000.0,08/05/2023,1000000.0
148530,Rumah Bebas Banjir Di Cibubur Cikeas Residence Akses Tol ,2.0,70.0,Cikeas,Bogor,535000000.0,09/05/2023,3000000.0
148540,Dijual Cepat Rumah Bagus Siap Huni Di Metland ,3.0,72.0,Cileungsi,Bogor,875000000.0,26/05/2023,6000000.0
148551,Rumah Cluster Harapan Jaya Cibinong,2.0,60.0,Cibinong,Bogor,507000000.0,08/05/2023,3000000.0
148576,Rumah Baru Dalam Perumahan Dekat Pintu Tol Kayumanis Bogor,2.0,84.0,Tanah Sareal,Bogor,675000000.0,08/05/2023,4000000.0
